__v,_id,Body.,createdAt,question,updatedAt
0,606868b9d9c559001ce9b6dd,Well pretty good,2021-04-03T13:08:09.168Z,60667c4c80a467001c362a86,2021-04-03T13:08:09.168Z
0,606868bdd9c559001ce9b6de,1,2021-04-03T13:08:13.893Z,60667c5980a467001c362a87,2021-04-03T13:08:13.893Z
0,606868c2d9c559001ce9b6df,93.7.,2021-04-03T13:08:18.197Z,60667c6380a467001c362a88,2021-04-03T13:08:18.197Z
0,606868c8d9c559001ce9b6e0,Candy popcorn and cheddar,2021-04-03T13:08:24.984Z,606759aed9c559001ce9b6cf,2021-04-03T13:08:24.984Z
0,60688113d9c559001ce9b6e1,1 cup of café and 2 barrites marinela,2021-04-03T14:52:03.583Z,60667d1480a467001c362a95,2021-04-03T14:52:03.583Z
0,6068d922505b63001c08b1b6,Salmon salad and pasta,2021-04-03T21:07:46.393Z,60667c9580a467001c362a8c,2021-04-03T21:07:46.393Z
0,6068d928505b63001c08b1b7,drink beer,2021-04-03T21:07:52.620Z,60667c9f80a467001c362a8d,2021-04-03T21:07:52.620Z
0,6068d92e505b63001c08b1b8,How was it hours,2021-04-03T21:07:58.927Z,60667cb180a467001c362a8e,2021-04-03T21:07:58.927Z
0,6068d935505b63001c08b1b9,Sã some wafers,2021-04-03T21:08:05.355Z,60667cc380a467001c362a8f,2021-04-03T21:08:05.355Z
0,606905fb505b63001c08b1ba,1 snow of girl notricias,2021-04-04T00:19:07.271Z,60667d1480a467001c362a95,2021-04-04T00:19:07.271Z
0,6069bce8505b63001c08b1bb,with 1 little garraspera the sore throat,2021-04-04T13:19:36.089Z,60667c4c80a467001c362a86,2021-04-04T13:19:36.089Z
0,6069bcec505b63001c08b1bc,1,2021-04-04T13:19:40.772Z,60667c5980a467001c362a87,2021-04-04T13:19:40.772Z
0,6069bcf0505b63001c08b1bd,93.7.,2021-04-04T13:19:44.913Z,60667c6380a467001c362a88,2021-04-04T13:19:44.913Z
0,6069bcf8505b63001c08b1be,1 cup of caramel popcorn,2021-04-04T13:19:52.011Z,606759aed9c559001ce9b6cf,2021-04-04T13:19:52.011Z
0,6069dffa505b63001c08b1bf,Almond milk with medium plated with oats with 1 teaspoon of,2021-04-04T15:49:14.336Z,60667c7380a467001c362a89,2021-04-04T15:49:14.336Z
0,6069dffe505b63001c08b1c0,Water,2021-04-04T15:49:18.998Z,60667c7c80a467001c362a8a,2021-04-04T15:49:18.998Z
0,6069e004505b63001c08b1c1,Yes 1 time,2021-04-04T15:49:24.310Z,60667c8780a467001c362a8b,2021-04-04T15:49:24.310Z
0,606a0e40ad576f001c4c174a,any,2021-04-04T19:06:40.982Z,60667c9580a467001c362a8c,2021-04-04T19:06:40.982Z
0,606a0e46ad576f001c4c174b,no,2021-04-04T19:06:46.163Z,60667c9f80a467001c362a8d,2021-04-04T19:06:46.163Z
0,606a0e4bad576f001c4c174c,5 hours,2021-04-04T19:06:51.490Z,60667cb180a467001c362a8e,2021-04-04T19:06:51.490Z
0,606a0e53ad576f001c4c174d,Sã 1 half pai of walnut,2021-04-04T19:06:59.588Z,60667cc380a467001c362a8f,2021-04-04T19:06:59.588Z
0,606afd26ad576f001c4c174e,full,2021-04-05T12:05:58.776Z,60667c4c80a467001c362a86,2021-04-05T12:05:58.776Z
0,606afd2bad576f001c4c174f,1,2021-04-05T12:06:03.501Z,60667c5980a467001c362a87,2021-04-05T12:06:03.501Z
0,606afd2fad576f001c4c1750,95.3.,2021-04-05T12:06:07.767Z,60667c6380a467001c362a88,2021-04-05T12:06:07.767Z
0,606afd35ad576f001c4c1751,3 Tacos of Roast,2021-04-05T12:06:13.807Z,606759aed9c559001ce9b6cf,2021-04-05T12:06:13.807Z
0,606b21f4ad576f001c4c1752,Chilaquiles with beans and panela cheese,2021-04-05T14:43:00.966Z,60667c7380a467001c362a89,2021-04-05T14:43:00.966Z
0,606b21faad576f001c4c1753,1 cup of café or 2,2021-04-05T14:43:06.917Z,60667c7c80a467001c362a8a,2021-04-05T14:43:06.917Z
0,606b2200ad576f001c4c1754,Yes 2 times,2021-04-05T14:43:12.003Z,60667c8780a467001c362a8b,2021-04-05T14:43:12.003Z
0,606b3d2ead576f001c4c1755,1 puero of cheetos,2021-04-05T16:39:10.778Z,60667d1480a467001c362a95,2021-04-05T16:39:10.778Z
0,606b66c1bd3dd7001cf1530f,any,2021-04-05T19:36:33.194Z,60667c7380a467001c362a89,2021-04-05T19:36:33.194Z
0,606b66c4bd3dd7001cf15310,Yes,2021-04-05T19:36:36.712Z,60667c7c80a467001c362a8a,2021-04-05T19:36:36.712Z
0,606b66c8bd3dd7001cf15311,no,2021-04-05T19:36:40.185Z,60667c8780a467001c362a8b,2021-04-05T19:36:40.185Z
0,606b6deebd3dd7001cf15312,2 glasses of water,2021-04-05T20:07:10.098Z,60667d1480a467001c362a95,2021-04-05T20:07:10.098Z
0,606b768fbd3dd7001cf15313,salmon with avocado with these how they are called pumpkins,2021-04-05T20:43:59.048Z,60667c9580a467001c362a8c,2021-04-05T20:43:59.048Z
0,606b7696bd3dd7001cf15314,Yes 1 glass of 2 glasses of coca cola,2021-04-05T20:44:06.863Z,60667c9f80a467001c362a8d,2021-04-05T20:44:06.863Z
0,606b769dbd3dd7001cf15315,about 6 hours,2021-04-05T20:44:13.698Z,60667cb180a467001c362a8e,2021-04-05T20:44:13.698Z
0,606b76a5bd3dd7001cf15316,Sã 1 Bread,2021-04-05T20:44:21.859Z,60667cc380a467001c362a8f,2021-04-05T20:44:21.859Z
0,606b98196bcaec001c3fae79,Half cup of snow,2021-04-05T23:07:05.499Z,60667d1480a467001c362a95,2021-04-05T23:07:05.499Z
0,606bcecb6bcaec001c3fae7a,2 cheese tacos with meat,2021-04-06T03:00:27.178Z,60667cd680a467001c362a90,2021-04-06T03:00:27.178Z
0,606bced26bcaec001c3fae7b,Take 1 beer,2021-04-06T03:00:34.110Z,60667ce880a467001c362a91,2021-04-06T03:00:34.110Z
0,606bced76bcaec001c3fae7c,40 minutes,2021-04-06T03:00:39.803Z,60667cf380a467001c362a92,2021-04-06T03:00:39.803Z
0,606bcede6bcaec001c3fae7d,How 600.,2021-04-06T03:00:46.034Z,60667cfc80a467001c362a93,2021-04-06T03:00:46.034Z
0,606bcee56bcaec001c3fae7e,I feel 1 little tired but well,2021-04-06T03:00:53.319Z,60667d0480a467001c362a94,2021-04-06T03:00:53.319Z
0,606c4a4b6bcaec001c3fae7f,My back hurts,2021-04-06T11:47:23.364Z,60667c4c80a467001c362a86,2021-04-06T11:47:23.364Z
0,606c4a4f6bcaec001c3fae80,1,2021-04-06T11:47:27.771Z,60667c5980a467001c362a87,2021-04-06T11:47:27.771Z
0,606c4a546bcaec001c3fae81,94.2.,2021-04-06T11:47:32.204Z,60667c6380a467001c362a88,2021-04-06T11:47:32.204Z
0,606c4a596bcaec001c3fae82,2 cups of snow,2021-04-06T11:47:37.784Z,606759aed9c559001ce9b6cf,2021-04-06T11:47:37.784Z
0,606c94226bcaec001c3fae83,Sandwich Bread Integral Mayonnaise Jamon Jitomate and Avocado,2021-04-06T17:02:26.606Z,60667d1480a467001c362a95,2021-04-06T17:02:26.606Z
0,606cb3366bcaec001c3fae84,Salmon with rice and pumpkin salad,2021-04-06T19:15:02.760Z,60667c9580a467001c362a8c,2021-04-06T19:15:02.760Z
0,606cb33d6bcaec001c3fae85,not but take 1 beer,2021-04-06T19:15:09.519Z,60667c9f80a467001c362a8d,2021-04-06T19:15:09.519Z
0,606cb3446bcaec001c3fae86,like 4 hours,2021-04-06T19:15:16.042Z,60667cb180a467001c362a8e,2021-04-06T19:15:16.042Z
0,606cb34c6bcaec001c3fae87,Yes Stended popcorn,2021-04-06T19:15:24.092Z,60667cc380a467001c362a8f,2021-04-06T19:15:24.092Z
0,606cb3ea6bcaec001c3fae88,chocolate,2021-04-06T19:18:02.965Z,60667d1480a467001c362a95,2021-04-06T19:18:02.965Z
0,606d156ad67f1e001cd09943,2 Panela Quesadillas 1 Flour Quesadilla with Mennonite Cheese,2021-04-07T02:14:02.290Z,60667cd680a467001c362a90,2021-04-07T02:14:02.290Z
0,606d156ed67f1e001cd09944,soft drink,2021-04-07T02:14:06.857Z,60667ce880a467001c362a91,2021-04-07T02:14:06.857Z
0,606d1574d67f1e001cd09945,5 minutes,2021-04-07T02:14:12.242Z,60667cf380a467001c362a92,2021-04-07T02:14:12.242Z
0,606d1578d67f1e001cd09946,recipes,2021-04-07T02:14:16.691Z,60667cfc80a467001c362a93,2021-04-07T02:14:16.691Z
0,606d157ed67f1e001cd09947,with 1 little reflux,2021-04-07T02:14:22.338Z,60667d0480a467001c362a94,2021-04-07T02:14:22.338Z
0,606d9cc1d67f1e001cd09948,well,2021-04-07T11:51:29.541Z,60667c4c80a467001c362a86,2021-04-07T11:51:29.541Z
0,606d9cc6d67f1e001cd09949,none,2021-04-07T11:51:34.483Z,60667c5980a467001c362a87,2021-04-07T11:51:34.483Z
0,606d9ccad67f1e001cd0994a,94.3.,2021-04-07T11:51:38.811Z,60667c6380a467001c362a88,2021-04-07T11:51:38.811Z
0,606d9ccfd67f1e001cd0994b,any,2021-04-07T11:51:43.035Z,606759aed9c559001ce9b6cf,2021-04-07T11:51:43.035Z
0,606e28abd67f1e001cd0994c,2 eggs 1 cup of café,2021-04-07T21:48:27.269Z,60667c7380a467001c362a89,2021-04-07T21:48:27.269Z
0,606e28b0d67f1e001cd0994d,café.,2021-04-07T21:48:32.107Z,60667c7c80a467001c362a8a,2021-04-07T21:48:32.107Z
0,606e28b5d67f1e001cd0994e,Yes 2 times,2021-04-07T21:48:37.207Z,60667c8780a467001c362a8b,2021-04-07T21:48:37.207Z
0,606e28d7d67f1e001cd0994f,Attack Lomo with 1 little pizza with salad,2021-04-07T21:49:11.061Z,60667c9580a467001c362a8c,2021-04-07T21:49:11.061Z
0,606e28ddd67f1e001cd09950,1 Beer Michaelob,2021-04-07T21:49:17.352Z,60667c9f80a467001c362a8d,2021-04-07T21:49:17.352Z
0,606e28e3d67f1e001cd09951,How 6 hours,2021-04-07T21:49:23.059Z,60667cb180a467001c362a8e,2021-04-07T21:49:23.059Z
0,606e28e7d67f1e001cd09952,no,2021-04-07T21:49:27.833Z,60667cc380a467001c362a8f,2021-04-07T21:49:27.833Z
0,606e2903d67f1e001cd09953,2 glasses of coca without azúcar,2021-04-07T21:49:55.530Z,60667d1480a467001c362a95,2021-04-07T21:49:55.530Z
0,606e79f182ea97001cddcfb1,3 toast of meat and avocado,2021-04-08T03:35:13.162Z,60667cd680a467001c362a90,2021-04-08T03:35:13.162Z
0,606e79f782ea97001cddcfb2,Sã 4 beers,2021-04-08T03:35:19.031Z,60667ce880a467001c362a91,2021-04-08T03:35:19.031Z
0,606e79fb82ea97001cddcfb3,40 minutes,2021-04-08T03:35:23.859Z,60667cf380a467001c362a92,2021-04-08T03:35:23.859Z
0,606e7a0182ea97001cddcfb4,600Cal,2021-04-08T03:35:29.099Z,60667cfc80a467001c362a93,2021-04-08T03:35:29.099Z
0,606e7a0582ea97001cddcfb5,Pretty well happy,2021-04-08T03:35:33.692Z,60667d0480a467001c362a94,2021-04-08T03:35:33.692Z
0,606e7a3082ea97001cddcfb6,1 Rufous Bag,2021-04-08T03:36:16.503Z,60667d1480a467001c362a95,2021-04-08T03:36:16.503Z
0,606eec1f82ea97001cddcfb7,1 little full,2021-04-08T11:42:23.354Z,60667c4c80a467001c362a86,2021-04-08T11:42:23.354Z
0,606eec2482ea97001cddcfb8,hello,2021-04-08T11:42:28.249Z,60667c5980a467001c362a87,2021-04-08T11:42:28.249Z
0,606eec2882ea97001cddcfb9,94.1.,2021-04-08T11:42:32.874Z,60667c6380a467001c362a88,2021-04-08T11:42:32.874Z
0,606eec2e82ea97001cddcfba,1 beer,2021-04-08T11:42:38.385Z,606759aed9c559001ce9b6cf,2021-04-08T11:42:38.385Z
0,606f0c9482ea97001cddcfbb,1 cup of almond milk half planted half a cup of oatmeal,2021-04-08T14:00:52.077Z,60667c7380a467001c362a89,2021-04-08T14:00:52.077Z
0,606f0c9882ea97001cddcfbc,café.,2021-04-08T14:00:56.666Z,60667c7c80a467001c362a8a,2021-04-08T14:00:56.666Z
0,606f0c9c82ea97001cddcfbd,no,2021-04-08T14:01:00.922Z,60667c8780a467001c362a8b,2021-04-08T14:01:00.922Z
0,606f454e82ea97001cddcfbe,little Chilaquiles,2021-04-08T18:02:54.917Z,60667d1480a467001c362a95,2021-04-08T18:02:54.917Z
0,606f934d82ea97001cddcfbf,1 loin cake,2021-04-08T23:35:41.329Z,60667c9580a467001c362a8c,2021-04-08T23:35:41.329Z
0,606f935282ea97001cddcfc0,1 beer,2021-04-08T23:35:46.782Z,60667c9f80a467001c362a8d,2021-04-08T23:35:46.782Z
0,606f935882ea97001cddcfc1,like 7 hours,2021-04-08T23:35:52.507Z,60667cb180a467001c362a8e,2021-04-08T23:35:52.507Z
0,606f936082ea97001cddcfc2,Sã 1 cup of sweetened popcorn,2021-04-08T23:36:00.701Z,60667cc380a467001c362a8f,2021-04-08T23:36:00.701Z
0,606fcebf2c8d29001ce35a41,2 flour quesadillas,2021-04-09T03:49:19.951Z,60667cd680a467001c362a90,2021-04-09T03:49:19.951Z
0,606fcec52c8d29001ce35a42,12 x Lager,2021-04-09T03:49:25.530Z,60667ce880a467001c362a91,2021-04-09T03:49:25.530Z
0,606fceca2c8d29001ce35a43,any,2021-04-09T03:49:30.131Z,60667cf380a467001c362a92,2021-04-09T03:49:30.131Z
0,606fcecf2c8d29001ce35a44,300,2021-04-09T03:49:35.749Z,60667cfc80a467001c362a93,2021-04-09T03:49:35.749Z
0,606fced32c8d29001ce35a45,tired,2021-04-09T03:49:39.993Z,60667d0480a467001c362a94,2021-04-09T03:49:39.993Z
0,6070465f2c8d29001ce35a46,inflamed,2021-04-09T12:19:43.686Z,60667c4c80a467001c362a86,2021-04-09T12:19:43.686Z
0,607046632c8d29001ce35a47,1,2021-04-09T12:19:47.877Z,60667c5980a467001c362a87,2021-04-09T12:19:47.877Z
0,607046682c8d29001ce35a48,94.2.,2021-04-09T12:19:52.634Z,60667c6380a467001c362a88,2021-04-09T12:19:52.634Z
0,6070466c2c8d29001ce35a49,no,2021-04-09T12:19:56.762Z,606759aed9c559001ce9b6cf,2021-04-09T12:19:56.762Z
0,60706cb02c8d29001ce35a4a,any,2021-04-09T15:03:12.122Z,60667c7380a467001c362a89,2021-04-09T15:03:12.122Z
0,60706cb52c8d29001ce35a4b,2 cups of café,2021-04-09T15:03:17.826Z,60667c7c80a467001c362a8a,2021-04-09T15:03:17.826Z
0,60706cba2c8d29001ce35a4c,no,2021-04-09T15:03:22.530Z,60667c8780a467001c362a8b,2021-04-09T15:03:22.530Z
0,60712bbe32ec9c001c9c5d34,3 chicharron tacos,2021-04-10T04:38:22.938Z,60667cd680a467001c362a90,2021-04-10T04:38:22.938Z
0,60712bc732ec9c001c9c5d35,2 beers and 4 mezcal shots,2021-04-10T04:38:31.436Z,60667ce880a467001c362a91,2021-04-10T04:38:31.436Z
0,60712bcb32ec9c001c9c5d36,any,2021-04-10T04:38:35.635Z,60667cf380a467001c362a92,2021-04-10T04:38:35.635Z
0,60712bd032ec9c001c9c5d37,300,2021-04-10T04:38:40.143Z,60667cfc80a467001c362a93,2021-04-10T04:38:40.143Z
0,60712bd532ec9c001c9c5d38,Pretty well euphonic,2021-04-10T04:38:45.306Z,60667d0480a467001c362a94,2021-04-10T04:38:45.306Z
0,607192b32c0040001c2d4496,Maredito focus,2021-04-10T11:57:39.134Z,60667c4c80a467001c362a86,2021-04-10T11:57:39.134Z
0,607192b72c0040001c2d4497,1,2021-04-10T11:57:43.610Z,60667c5980a467001c362a87,2021-04-10T11:57:43.610Z
0,607192bb2c0040001c2d4498,93.6.,2021-04-10T11:57:47.265Z,60667c6380a467001c362a88,2021-04-10T11:57:47.265Z
0,607192bf2c0040001c2d4499,no,2021-04-10T11:57:51.163Z,606759aed9c559001ce9b6cf,2021-04-10T11:57:51.163Z
0,6071ec502c0040001c2d449a,1 Chicharron small burrito,2021-04-10T18:20:00.365Z,60667d1480a467001c362a95,2021-04-10T18:20:00.365Z
0,6071ec552c0040001c2d449b,1 little reflux,2021-04-10T18:20:05.785Z,6071e7c5c3a95a5a31824d03,2021-04-10T18:20:05.785Z
0,6072e694a26620001c884474,My back hurts,2021-04-11T12:07:48.185Z,60667c4c80a467001c362a86,2021-04-11T12:07:48.185Z
0,6072e698a26620001c884475,hello,2021-04-11T12:07:52.750Z,60667c5980a467001c362a87,2021-04-11T12:07:52.750Z
0,6072e69da26620001c884476,93.5.,2021-04-11T12:07:57.352Z,60667c6380a467001c362a88,2021-04-11T12:07:57.352Z
0,6072e6a2a26620001c884477,1 glass of coca,2021-04-11T12:08:02.757Z,606759aed9c559001ce9b6cf,2021-04-11T12:08:02.757Z
0,6072e6a8a26620001c884478,very little pretty good,2021-04-11T12:08:08.572Z,6072e52201b4f7d6745a16ca,2021-04-11T12:08:08.572Z
0,6072e7ada26620001c884479,1 little pasta 2 pieces of pizza salad and 1 cup of refreshment,2021-04-10T12:12:29.136Z,60667c9580a467001c362a8c,2021-04-10T12:12:29.136Z
0,6072e7b2a26620001c88447a,glass of soda,2021-04-10T12:12:34.844Z,60667c9f80a467001c362a8d,2021-04-10T12:12:34.844Z
0,6072e7b9a26620001c88447b,all the pertinent time,2021-04-10T12:12:41.553Z,60667cb180a467001c362a8e,2021-04-10T12:12:41.553Z
0,6072e7bea26620001c88447c,no,2021-04-10T12:12:46.967Z,60667cc380a467001c362a8f,2021-04-10T12:12:46.967Z
0,6072e7c5a26620001c88447d,pretty bad right now it pies a lot,2021-04-10T12:12:53.330Z,6072e6e601b4f7d6745a16cc,2021-04-10T12:12:53.330Z
0,60730d47a26620001c88447e,1 bit of snickers,2021-04-11T14:52:55.771Z,60667d1480a467001c362a95,2021-04-11T14:52:55.771Z
0,60730d4fa26620001c88447f,is given me 1 little garraspera,2021-04-11T14:53:03.691Z,6071e7c5c3a95a5a31824d03,2021-04-11T14:53:03.691Z
0,60733a1ba26620001c884480,1 Croissions with Ham Egg,2021-04-11T18:04:11.204Z,60667c7380a467001c362a89,2021-04-11T18:04:11.204Z
0,60733a20a26620001c884481,1 TÃ © without Azúcar,2021-04-11T18:04:16.328Z,60667c7c80a467001c362a8a,2021-04-11T18:04:16.328Z
0,60733a24a26620001c884482,Sã.,2021-04-11T18:04:20.544Z,60667c8780a467001c362a8b,2021-04-11T18:04:20.544Z
0,60733d94a26620001c884483,1 glass of kombucha,2021-04-11T18:19:00.347Z,60667d1480a467001c362a95,2021-04-11T18:19:00.347Z
0,60733d98a26620001c884484,very well,2021-04-11T18:19:04.687Z,6071e7c5c3a95a5a31824d03,2021-04-11T18:19:04.687Z
0,60733dada26620001c884485,D.,2021-04-11T18:19:25.316Z,60667d1480a467001c362a95,2021-04-11T18:19:25.316Z
0,60733dd6a26620001c884486,1 Bread with natural peanut cream,2021-04-11T18:20:06.955Z,60667d1480a467001c362a95,2021-04-11T18:20:06.955Z
0,60733de0a26620001c884487,well,2021-04-11T18:20:16.935Z,6071e7c5c3a95a5a31824d03,2021-04-11T18:20:16.935Z
0,6073cf54a26620001c884488,1 Kebap and 1 Alita,2021-04-12T04:40:52.967Z,60667cd680a467001c362a90,2021-04-12T04:40:52.967Z
0,6073cf5aa26620001c884489,4 beers,2021-04-12T04:40:58.729Z,60667ce880a467001c362a91,2021-04-12T04:40:58.729Z
0,6073cf60a26620001c88448a,1 hour and 20 minutes,2021-04-12T04:41:04.612Z,60667cf380a467001c362a92,2021-04-12T04:41:04.612Z
0,6073cf65a26620001c88448b,600Cal,2021-04-12T04:41:09.499Z,60667cfc80a467001c362a93,2021-04-12T04:41:09.499Z
0,6073cf6ba26620001c88448c,Well pretty good,2021-04-12T04:41:15.072Z,60667d0480a467001c362a94,2021-04-12T04:41:15.072Z
0,6073cf71a26620001c88448d,1 bit of reflux garraspera,2021-04-12T04:41:21.319Z,6072e8ac5aec10e86d7600ac,2021-04-12T04:41:21.319Z
0,6074350febf65f001cbb2046,Good by energy,2021-04-12T11:54:55.172Z,60667c4c80a467001c362a86,2021-04-12T11:54:55.172Z
0,60743513ebf65f001cbb2047,hello,2021-04-12T11:54:59.704Z,60667c5980a467001c362a87,2021-04-12T11:54:59.704Z
0,60743518ebf65f001cbb2048,4.5.,2021-04-12T11:55:04.515Z,60667c6380a467001c362a88,2021-04-12T11:55:04.515Z
0,6074351debf65f001cbb2049,no,2021-04-12T11:55:09.278Z,606759aed9c559001ce9b6cf,2021-04-12T11:55:09.278Z
0,60743522ebf65f001cbb204a,a little,2021-04-12T11:55:14.225Z,6072e52201b4f7d6745a16ca,2021-04-12T11:55:14.225Z
0,6074625cebf65f001cbb204b,Greek yogurt with apple pear and little granola,2021-04-12T15:08:12.061Z,60667c7380a467001c362a89,2021-04-12T15:08:12.061Z
0,60746260ebf65f001cbb204c,Water,2021-04-12T15:08:16.247Z,60667c7c80a467001c362a8a,2021-04-12T15:08:16.247Z
0,6074626bebf65f001cbb204d,no,2021-04-12T15:08:27.571Z,60667c8780a467001c362a8b,2021-04-12T15:08:27.571Z
0,607475b9ebf65f001cbb204e,2 rice pancakes 1 with ham and the other with cream of manã,2021-04-12T16:30:49.620Z,60667d1480a467001c362a95,2021-04-12T16:30:49.620Z
0,607475c0ebf65f001cbb204f,very well almost no reflux,2021-04-12T16:30:56.255Z,6071e7c5c3a95a5a31824d03,2021-04-12T16:30:56.255Z
0,60749537ebf65f001cbb2050,Ramen with chicken with pumpkin carrot,2021-04-12T18:45:11.111Z,60667c9580a467001c362a8c,2021-04-12T18:45:11.111Z
0,6074953bebf65f001cbb2051,no,2021-04-12T18:45:15.674Z,60667c9f80a467001c362a8d,2021-04-12T18:45:15.674Z
0,60749540ebf65f001cbb2052,4 hours,2021-04-12T18:45:20.933Z,60667cb180a467001c362a8e,2021-04-12T18:45:20.933Z
0,60749546ebf65f001cbb2053,no,2021-04-12T18:45:26.341Z,60667cc380a467001c362a8f,2021-04-12T18:45:26.341Z
0,6074954aebf65f001cbb2054,well,2021-04-12T18:45:30.683Z,6072e6e601b4f7d6745a16cc,2021-04-12T18:45:30.683Z
0,6074d6e5ebf65f001cbb2055,2 cups of snow,2021-04-12T23:25:25.676Z,60667d1480a467001c362a95,2021-04-12T23:25:25.676Z
0,6074d6ebebf65f001cbb2056,1 little reflux,2021-04-12T23:25:31.326Z,6071e7c5c3a95a5a31824d03,2021-04-12T23:25:31.326Z
0,60750e80ebf65f001cbb2057,Omelette de ChampiÃ ± ions 2 tortillas,2021-04-13T03:22:40.363Z,60667cd680a467001c362a90,2021-04-13T03:22:40.363Z
0,60750e86ebf65f001cbb2058,Water with grapefruit,2021-04-13T03:22:46.278Z,60667ce880a467001c362a91,2021-04-13T03:22:46.278Z
0,60750e8aebf65f001cbb2059,1 hour,2021-04-13T03:22:50.991Z,60667cf380a467001c362a92,2021-04-13T03:22:50.991Z
0,60750e90ebf65f001cbb205a,532,2021-04-13T03:22:56.359Z,60667cfc80a467001c362a93,2021-04-13T03:22:56.359Z
0,60750e95ebf65f001cbb205b,Have a good time,2021-04-13T03:23:01.096Z,60667d0480a467001c362a94,2021-04-13T03:23:01.096Z
0,60750e9aebf65f001cbb205c,Foquito reflux.,2021-04-13T03:23:06.067Z,6072e8ac5aec10e86d7600ac,2021-04-13T03:23:06.067Z
0,60759b12a2f3ec001cf87350,well,2021-04-13T13:22:26.031Z,60667c4c80a467001c362a86,2021-04-13T13:22:26.031Z
0,60759b17a2f3ec001cf87351,1,2021-04-13T13:22:31.490Z,60667c5980a467001c362a87,2021-04-13T13:22:31.490Z
0,60759b1ba2f3ec001cf87352,94.4.,2021-04-13T13:22:35.693Z,60667c6380a467001c362a88,2021-04-13T13:22:35.693Z
0,60759b1fa2f3ec001cf87353,no,2021-04-13T13:22:39.913Z,606759aed9c559001ce9b6cf,2021-04-13T13:22:39.913Z
0,60759b24a2f3ec001cf87354,very light,2021-04-13T13:22:44.549Z,6072e52201b4f7d6745a16ca,2021-04-13T13:22:44.549Z
0,6075b471a2f3ec001cf87355,Panela Sandwich with Ham and Avocado,2021-04-13T15:10:41.617Z,60667c7380a467001c362a89,2021-04-13T15:10:41.617Z
0,6075b475a2f3ec001cf87356,café.,2021-04-13T15:10:45.495Z,60667c7c80a467001c362a8a,2021-04-13T15:10:45.495Z
0,6075b479a2f3ec001cf87357,already,2021-04-13T15:10:49.277Z,60667c8780a467001c362a8b,2021-04-13T15:10:49.277Z
0,6075ef00a2f3ec001cf87358,150g of flesh.,2021-04-13T19:20:32.255Z,60667c9580a467001c362a8c,2021-04-13T19:20:32.255Z
0,6075ef04a2f3ec001cf87359,no,2021-04-13T19:20:36.973Z,60667c9f80a467001c362a8d,2021-04-13T19:20:36.973Z
0,6075ef0aa2f3ec001cf8735a,I do not know,2021-04-13T19:20:42.886Z,60667cb180a467001c362a8e,2021-04-13T19:20:42.886Z
0,6075ef10a2f3ec001cf8735b,no,2021-04-13T19:20:48.785Z,60667cc380a467001c362a8f,2021-04-13T19:20:48.785Z
0,6075ef16a2f3ec001cf8735c,well there is almost no,2021-04-13T19:20:54.566Z,6072e6e601b4f7d6745a16cc,2021-04-13T19:20:54.566Z
0,60761a0aa2f3ec001cf8735d,half chicken with rice,2021-04-13T22:24:10.764Z,60667c9580a467001c362a8c,2021-04-13T22:24:10.764Z
0,60761a0fa2f3ec001cf8735e,no,2021-04-13T22:24:15.703Z,60667c9f80a467001c362a8d,2021-04-13T22:24:15.703Z
0,60761a16a2f3ec001cf8735f,5 hours,2021-04-13T22:24:22.436Z,60667cb180a467001c362a8e,2021-04-13T22:24:22.436Z
